MangaID,Title,Type,Volumes,Members,Score,Author,CoverMedium,CoverLarge
670,Bokurano: Ours,Manga,11,37646,8.03,Kitoh,https://cdn.myanimelist.net/images/manga/1/57107.webp,https://cdn.myanimelist.net/images/manga/1/57107l.webp
1362,Sunshine Sketch,Manga,NULL,8555,8.03,Aoki,https://cdn.myanimelist.net/images/manga/3/211392.jpg,https://cdn.myanimelist.net/images/manga/3/211392l.jpg
1735,DMC: Detroit Metal City,Manga,10,16583,8.03,Wakasugi,https://cdn.myanimelist.net/images/manga/1/207424.jpg,https://cdn.myanimelist.net/images/manga/1/207424l.jpg
3076,Vassalord.,Manga,7,18102,8.03,Chrono,https://cdn.myanimelist.net/images/manga/5/123687.jpg,https://cdn.myanimelist.net/images/manga/5/123687l.jpg
4207,Secret Unrequited Love,Manga,12,22867,8.03,Aoki,https://cdn.myanimelist.net/images/manga/2/267550.webp,https://cdn.myanimelist.net/images/manga/2/267550l.webp
10179,A Journal of My Father,Manga,1,8536,8.03,Taniguchi,https://cdn.myanimelist.net/images/manga/3/267570.jpg,https://cdn.myanimelist.net/images/manga/3/267570l.jpg
11914,Adekan,Manga,NULL,11492,8.03,Nao,https://cdn.myanimelist.net/images/manga/3/175521.jpg,https://cdn.myanimelist.net/images/manga/3/175521l.jpg
35003,Yamada-kun and the Seven Witches,Manga,28,125024,8.03,Yoshikawa,https://cdn.myanimelist.net/images/manga/1/191685.webp,https://cdn.myanimelist.net/images/manga/1/191685l.webp
41697,Ghost Hunt: Akumu no Sumu Ie,Manga,3,5137,8.03,Inada,https://cdn.myanimelist.net/images/manga/1/181307.jpg,https://cdn.myanimelist.net/images/manga/1/181307l.jpg
45447,Yahari Ore no Seishun Love Comedy wa Machigatteiru.: Monologue,Manga,22,12014,8.03,Kazuki,https://cdn.myanimelist.net/images/manga/3/188845.webp,https://cdn.myanimelist.net/images/manga/3/188845l.webp
99815,The Faraway Paladin,Light Novel,NULL,9662,8.03,Rin,https://cdn.myanimelist.net/images/manga/1/180330.webp,https://cdn.myanimelist.net/images/manga/1/180330l.webp
122842,"Run Away with Me, Girl",Manga,3,16291,8.03,Battan,https://cdn.myanimelist.net/images/manga/2/266111.webp,https://cdn.myanimelist.net/images/manga/2/266111l.webp
136975,How I Met My Soulmate,Manga,NULL,19515,8.03,Anashin,https://cdn.myanimelist.net/images/manga/2/254308.webp,https://cdn.myanimelist.net/images/manga/2/254308l.webp
143031,I Want to End This Love Game,Manga,NULL,34930,8.03,Doumoto,https://cdn.myanimelist.net/images/manga/1/258341.jpg,https://cdn.myanimelist.net/images/manga/1/258341l.jpg
151815,Konjiki no Gash!! 2,Manga,NULL,4544,8.03,Raiku,https://cdn.myanimelist.net/images/manga/2/269154.jpg,https://cdn.myanimelist.net/images/manga/2/269154l.jpg
156240,Lout of Count's Family,Novel,NULL,1701,8.03,Yu,https://cdn.myanimelist.net/images/manga/1/278055.jpg,https://cdn.myanimelist.net/images/manga/1/278055l.jpg
128463,In the Clear Moonlit Dusk,Manga,NULL,36784,8.02,Yamamori,https://cdn.myanimelist.net/images/manga/2/238267.jpg,https://cdn.myanimelist.net/images/manga/2/238267l.jpg
128995,Restart After Growing Hungry,Manga,1,5188,8.02,Cocomi,https://cdn.myanimelist.net/images/manga/3/234539.jpg,https://cdn.myanimelist.net/images/manga/3/234539l.jpg
129656,This Monster Wants to Eat Me,Manga,NULL,17344,8.02,Naekawa,https://cdn.myanimelist.net/images/manga/3/242456.jpg,https://cdn.myanimelist.net/images/manga/3/242456l.jpg
170480,Selfish Romance,Manhwa,NULL,3866,8.02,Gyogyo Park,https://cdn.myanimelist.net/images/manga/2/303020.jpg,https://cdn.myanimelist.net/images/manga/2/303020l.jpg
4368,Toradora!,Manga,NULL,42021,8.02,Takemiya,https://cdn.myanimelist.net/images/manga/2/174090.jpg,https://cdn.myanimelist.net/images/manga/2/174090l.jpg
14978,Saiyuuki Reload Blast,Manga,NULL,4796,8.02,Minekura,https://cdn.myanimelist.net/images/manga/1/180291.jpg,https://cdn.myanimelist.net/images/manga/1/180291l.jpg
49865,Ajin: Demi-Human,Manga,17,158043,8.02,Sakurai,https://cdn.myanimelist.net/images/manga/3/307700.webp,https://cdn.myanimelist.net/images/manga/3/307700l.webp
96581,The Legend of Zelda: Twilight Princess,Manga,11,13875,8.02,Himekawa,https://cdn.myanimelist.net/images/manga/3/180659.jpg,https://cdn.myanimelist.net/images/manga/3/180659l.jpg
105430,Senryuu Shoujo,Manga,13,34789,8.02,Igarashi,https://cdn.myanimelist.net/images/manga/3/194981.webp,https://cdn.myanimelist.net/images/manga/3/194981l.webp
23,Ranma 1/2,Manga,38,58499,8.01,Takahashi,https://cdn.myanimelist.net/images/manga/1/156534.jpg,https://cdn.myanimelist.net/images/manga/1/156534l.jpg
509,Saiyuki,Manga,9,19569,8.01,Minekura,https://cdn.myanimelist.net/images/manga/2/181067.jpg,https://cdn.myanimelist.net/images/manga/2/181067l.jpg
5711,Firefighter! Daigo of Fire Company M,Manga,20,4125,8.01,Soda,https://cdn.myanimelist.net/images/manga/3/171426.jpg,https://cdn.myanimelist.net/images/manga/3/171426l.jpg
17465,Emanon: Memories of Emanon,Manga,1,73136,8.01,Tsuruta,https://cdn.myanimelist.net/images/manga/1/260654.webp,https://cdn.myanimelist.net/images/manga/1/260654l.webp
25250,The Voynich Hotel,Manga,3,35525,8.01,Dowman,https://cdn.myanimelist.net/images/manga/1/157463.jpg,https://cdn.myanimelist.net/images/manga/1/157463l.jpg
25916,Saint Seiya: The Lost Canvas - Meiou Shinwa Gaiden,Manga,16,5836,8.01,Kurumada,https://cdn.myanimelist.net/images/manga/2/129599.jpg,https://cdn.myanimelist.net/images/manga/2/129599l.jpg
52043,Chichikogusa,Manga,8,7672,8.01,Tagawa,https://cdn.myanimelist.net/images/manga/3/96283.webp,https://cdn.myanimelist.net/images/manga/3/96283l.webp
74847,Tokyo Ghoul,Light Novel,3,16432,8.01,Ishida,https://cdn.myanimelist.net/images/manga/3/194456.jpg,https://cdn.myanimelist.net/images/manga/3/194456l.jpg
99007,Komi Can't Communicate,Manga,37,276209,8.01,Oda,https://cdn.myanimelist.net/images/manga/3/188962.jpg,https://cdn.myanimelist.net/images/manga/3/188962l.jpg
112268,My Dress-Up Darling,Manga,15,199267,8.01,Fukuda,https://cdn.myanimelist.net/images/manga/2/215054.jpg,https://cdn.myanimelist.net/images/manga/2/215054l.jpg
118668,Dark Gathering,Manga,NULL,15012,8.01,Kondou,https://cdn.myanimelist.net/images/manga/2/227524.jpg,https://cdn.myanimelist.net/images/manga/2/227524l.jpg
128072,Zense Coupling,Manga,7,11346,8.01,Kakitsubata,https://cdn.myanimelist.net/images/manga/1/233278.jpg,https://cdn.myanimelist.net/images/manga/1/233278l.jpg
154679,Firefly Wedding,Manga,NULL,29338,8.01,Tachibana,https://cdn.myanimelist.net/images/manga/3/283419.jpg,https://cdn.myanimelist.net/images/manga/3/283419l.jpg
170043,Given 10th Mix,Manga,1,1441,8.01,Kizu,https://cdn.myanimelist.net/images/manga/1/335582.jpg,https://cdn.myanimelist.net/images/manga/1/335582l.jpg
118232,My Happy Marriage,Manga,NULL,23401,8,Kousaka,https://cdn.myanimelist.net/images/manga/2/223940.webp,https://cdn.myanimelist.net/images/manga/2/223940l.webp
120970,Fools,Manhwa,4,7326,8,Yeong-ha,https://cdn.myanimelist.net/images/manga/3/230324.jpg,https://cdn.myanimelist.net/images/manga/3/230324l.jpg
138148,My Happy Marriage,Novel,NULL,6324,8,Agitogi,https://cdn.myanimelist.net/images/manga/2/254887.jpg,https://cdn.myanimelist.net/images/manga/2/254887l.jpg
141466,Chiikawa: Nanka Chiisakute Kawaii Yatsu,Manga,NULL,1875,8,Nagano,https://cdn.myanimelist.net/images/manga/1/252467.webp,https://cdn.myanimelist.net/images/manga/1/252467l.webp
144393,Lonely Castle in the Mirror,Novel,1,1745,8,Tsujimura,https://cdn.myanimelist.net/images/manga/3/256334.webp,https://cdn.myanimelist.net/images/manga/3/256334l.webp
147389,Log-in Murim,Manhwa,NULL,20962,8,Zero-BIG,https://cdn.myanimelist.net/images/manga/1/264454.jpg,https://cdn.myanimelist.net/images/manga/1/264454l.jpg
150973,Lycoris Recoil,Manga,NULL,6460,8,Bizen,https://cdn.myanimelist.net/images/manga/1/273500.webp,https://cdn.myanimelist.net/images/manga/1/273500l.webp
152907,Choking on Love,Manga,NULL,18773,8,Iwashita,https://cdn.myanimelist.net/images/manga/3/279612.jpg,https://cdn.myanimelist.net/images/manga/3/279612l.jpg
159696,Our Youth,Manhwa,NULL,1428,8,Hinoon,https://cdn.myanimelist.net/images/manga/1/283378.webp,https://cdn.myanimelist.net/images/manga/1/283378l.webp
105,Kekkaishi,Manga,35,32967,8,Tanabe,https://cdn.myanimelist.net/images/manga/5/207702.jpg,https://cdn.myanimelist.net/images/manga/5/207702l.jpg
544,The Embalmer,Manga,7,16205,8,Mihara,https://cdn.myanimelist.net/images/manga/3/89003.webp,https://cdn.myanimelist.net/images/manga/3/89003l.webp
595,Id,Manhwa,29,13701,8,Kim,https://cdn.myanimelist.net/images/manga/3/317316.jpg,https://cdn.myanimelist.net/images/manga/3/317316l.jpg
665,MeruPuri,Manga,4,24852,8,Hino,https://cdn.myanimelist.net/images/manga/1/160609.webp,https://cdn.myanimelist.net/images/manga/1/160609l.webp
907,Land of the Blindfolded,Manga,9,10862,8,Tsukuba,https://cdn.myanimelist.net/images/manga/1/264108.jpg,https://cdn.myanimelist.net/images/manga/1/264108l.jpg
1506,Sand Chronicles,Manga,10,17684,8,Ashihara,https://cdn.myanimelist.net/images/manga/4/213999.webp,https://cdn.myanimelist.net/images/manga/4/213999l.webp
1648,Tengen Toppa Gurren Lagann,Manga,10,16013,8,Nakashima,https://cdn.myanimelist.net/images/manga/3/268490.jpg,https://cdn.myanimelist.net/images/manga/3/268490l.jpg
1668,Give My Regards to Black Jack,Manga,13,7120,8,Sato,https://cdn.myanimelist.net/images/manga/2/176844.jpg,https://cdn.myanimelist.net/images/manga/2/176844l.jpg
5820,Sumire♡16-sai!!,Manga,5,7619,8,Nagayoshi,https://cdn.myanimelist.net/images/manga/3/184459.jpg,https://cdn.myanimelist.net/images/manga/3/184459l.jpg
10000,Book Girl,Light Novel,8,8171,8,Nomura,https://cdn.myanimelist.net/images/manga/3/302207.webp,https://cdn.myanimelist.net/images/manga/3/302207l.webp
14110,Seitokai Yakuindomo,Manga,22,25400,8,Ujiie,https://cdn.myanimelist.net/images/manga/1/135853.jpg,https://cdn.myanimelist.net/images/manga/1/135853l.jpg
14568,Clover,Manga,43,13210,8,Hirakawa,https://cdn.myanimelist.net/images/manga/2/165401.webp,https://cdn.myanimelist.net/images/manga/2/165401l.webp
14721,D-Frag!,Manga,NULL,33176,8,Haruno,https://cdn.myanimelist.net/images/manga/1/188780.jpg,https://cdn.myanimelist.net/images/manga/1/188780l.jpg
24339,Ouran Koukou Host Club Short Special,One Shot,NULL,6564,8,Hatori,https://cdn.myanimelist.net/images/manga/4/39258.jpg,https://cdn.myanimelist.net/images/manga/4/39258l.jpg
26441,"MAOYU: Archenemy and Hero ""Become mine, Hero"" ""I refuse!""",Manga,18,19503,8,Ishida,https://cdn.myanimelist.net/images/manga/1/119227.webp,https://cdn.myanimelist.net/images/manga/1/119227l.webp
43857,Buttobi Itto,Manga,26,1103,8,Monma,https://cdn.myanimelist.net/images/manga/3/260535.jpg,https://cdn.myanimelist.net/images/manga/3/260535l.jpg
53537,Danganronpa Kirigiri,Light Novel,7,5894,8,Komatsuzaki,https://cdn.myanimelist.net/images/manga/3/107919.jpg,https://cdn.myanimelist.net/images/manga/3/107919l.jpg
86310,A Sister's All You Need.,Light Novel,14,11103,8,Hirasaka,https://cdn.myanimelist.net/images/manga/2/270515.webp,https://cdn.myanimelist.net/images/manga/2/270515l.webp
89553,Usemono Yado,Manga,3,10956,8,Hozumi,https://cdn.myanimelist.net/images/manga/2/156613.jpg,https://cdn.myanimelist.net/images/manga/2/156613l.jpg
102165,Tokidoki,One Shot,NULL,51748,8,Komi,https://cdn.myanimelist.net/images/manga/1/184995.webp,https://cdn.myanimelist.net/images/manga/1/184995l.webp
103942,Blue Flag,Manga,8,73864,8,KAITO,https://cdn.myanimelist.net/images/manga/3/194070.jpg,https://cdn.myanimelist.net/images/manga/3/194070l.jpg
160,School Rumble,Manga,22,31725,7.99,Kobayashi,https://cdn.myanimelist.net/images/manga/3/5267.webp,https://cdn.myanimelist.net/images/manga/3/5267l.webp
407,Life,Manga,20,20581,7.99,Suenobu,https://cdn.myanimelist.net/images/manga/3/127497.webp,https://cdn.myanimelist.net/images/manga/3/127497l.webp
5029,Kingyosou,Manga,2,9189,7.99,Fujitsuka,https://cdn.myanimelist.net/images/manga/1/255391.jpg,https://cdn.myanimelist.net/images/manga/1/255391l.jpg
11496,Code Geass: Lelouch of the Rebellion,Light Novel,5,5182,7.99,Taniguchi,https://cdn.myanimelist.net/images/manga/1/197070.webp,https://cdn.myanimelist.net/images/manga/1/197070l.webp
23627,Yowamushi Pedal,Manga,NULL,16446,7.99,Watanabe,https://cdn.myanimelist.net/images/manga/3/267487.jpg,https://cdn.myanimelist.net/images/manga/3/267487l.jpg
27861,Mahou Shoujo Madoka★Magica,Light Novel,2,4318,7.99,Ninomae,https://cdn.myanimelist.net/images/manga/1/44827.jpg,https://cdn.myanimelist.net/images/manga/1/44827l.jpg
37565,10 Dance,Manga,NULL,8678,7.99,Inoue,https://cdn.myanimelist.net/images/manga/1/84969.jpg,https://cdn.myanimelist.net/images/manga/1/84969l.jpg
40099,Chuunibyou demo Koi ga Shitai!,Light Novel,4,10729,7.99,Ousaka,https://cdn.myanimelist.net/images/manga/1/72265.webp,https://cdn.myanimelist.net/images/manga/1/72265l.webp
59961,Aoharu x Machine Gun,Manga,18,17309,7.99,NAOE,https://cdn.myanimelist.net/images/manga/1/106519.webp,https://cdn.myanimelist.net/images/manga/1/106519l.webp
62723,Noragami: Stray Stories,Manga,NULL,12709,7.99,Adachitoka,https://cdn.myanimelist.net/images/manga/2/294519.webp,https://cdn.myanimelist.net/images/manga/2/294519l.webp
89562,Tsubaki-chou Lonely Planet,Manga,14,50485,7.99,Yamamori,https://cdn.myanimelist.net/images/manga/3/164273.jpg,https://cdn.myanimelist.net/images/manga/3/164273l.jpg
95920,Sacrificial Princess and the King of Beasts,Manga,15,17733,7.99,Tomofuji,https://cdn.myanimelist.net/images/manga/2/269710.webp,https://cdn.myanimelist.net/images/manga/2/269710l.webp
97200,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Kamen no Akuma ni Soudan wo!,Light Novel,1,4576,7.99,Mishima,https://cdn.myanimelist.net/images/manga/1/175150.jpg,https://cdn.myanimelist.net/images/manga/1/175150l.jpg
98578,Astra Lost in Space,Manga,5,23985,7.99,Shinohara,https://cdn.myanimelist.net/images/manga/3/180039.webp,https://cdn.myanimelist.net/images/manga/3/180039l.webp
103722,WorldEnd: What Do You Do at the End of the World? Are You Busy? Will You Save Us? #EX,Light Novel,1,3344,7.99,Kareno,https://cdn.myanimelist.net/images/manga/1/191235.webp,https://cdn.myanimelist.net/images/manga/1/191235l.webp
107239,Maiko-san Chi no Makanai-san,Manga,30,8044,7.99,Koyama,https://cdn.myanimelist.net/images/manga/1/196395.jpg,https://cdn.myanimelist.net/images/manga/1/196395l.jpg
119521,Odd Girl Out,Manhwa,NULL,7156,7.99,Morangji,https://cdn.myanimelist.net/images/manga/2/222276.jpg,https://cdn.myanimelist.net/images/manga/2/222276l.jpg
136793,Shiver: Junji Ito Selected Stories,Manga,1,13127,7.99,Itou,https://cdn.myanimelist.net/images/manga/3/265606.webp,https://cdn.myanimelist.net/images/manga/3/265606l.webp
138744,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,Light Novel,NULL,4534,7.99,Karasu,https://cdn.myanimelist.net/images/manga/3/248626.jpg,https://cdn.myanimelist.net/images/manga/3/248626l.jpg
140921,Positively Yours,Manhwa,8,14368,7.99,Lee,https://cdn.myanimelist.net/images/manga/1/264676.webp,https://cdn.myanimelist.net/images/manga/1/264676l.webp
150293,Salad Days,Manhua,NULL,1752,7.99,Jingshuibian,https://cdn.myanimelist.net/images/manga/3/268218.jpg,https://cdn.myanimelist.net/images/manga/3/268218l.jpg
155158,Famiresu Iko.,Manga,2,2145,7.99,Wayama,https://cdn.myanimelist.net/images/manga/2/296459.jpg,https://cdn.myanimelist.net/images/manga/2/296459l.jpg
157888,Revenge of the Baskerville Bloodhound,Manhwa,NULL,40710,7.99,Lego Babasseo,https://cdn.myanimelist.net/images/manga/2/280319.jpg,https://cdn.myanimelist.net/images/manga/2/280319l.jpg
158560,The Top Dungeon Farmer,Manhwa,NULL,12929,7.99,sdcknight,https://cdn.myanimelist.net/images/manga/3/330474.webp,https://cdn.myanimelist.net/images/manga/3/330474l.webp
159093,Bocchi the Rock! Side Story: Kikuri Hiroi's Heavy-Drinking Diary,Manga,NULL,4825,7.99,Kumichou,https://cdn.myanimelist.net/images/manga/1/296005.jpg,https://cdn.myanimelist.net/images/manga/1/296005l.jpg
110485,Record of Ragnarok,Manga,NULL,153508,7.98,Fukui,https://cdn.myanimelist.net/images/manga/3/209957.webp,https://cdn.myanimelist.net/images/manga/3/209957l.webp
113095,Yumi's Cells,Manhwa,13,6151,7.98,Lee,https://cdn.myanimelist.net/images/manga/1/250618.jpg,https://cdn.myanimelist.net/images/manga/1/250618l.jpg
116539,Destroy All Humans. They Can't Be Regenerated.,Manga,18,26204,7.98,Yokota,https://cdn.myanimelist.net/images/manga/3/220187.jpg,https://cdn.myanimelist.net/images/manga/3/220187l.jpg
122559,Devil May Cry 5: Visions of V,Manga,5,4783,7.98,Ogata,https://cdn.myanimelist.net/images/manga/1/223950.jpg,https://cdn.myanimelist.net/images/manga/1/223950l.jpg
129409,Girls und Panzer: Saga of Pravda,Manga,5,2154,7.98,Yoshida,https://cdn.myanimelist.net/images/manga/3/236121.jpg,https://cdn.myanimelist.net/images/manga/3/236121l.jpg
145854,Re-Living My Life with a Boyfriend Who Doesn't Remember Me,Manga,NULL,4585,7.98,Shirakawa,https://cdn.myanimelist.net/images/manga/3/258257.jpg,https://cdn.myanimelist.net/images/manga/3/258257l.jpg
146750,Pigpen,Manhwa,NULL,15601,7.98,Kim,https://cdn.myanimelist.net/images/manga/2/260276.webp,https://cdn.myanimelist.net/images/manga/2/260276l.webp
148961,The Superhuman Era,Manhwa,NULL,8991,7.98,Seop-I,https://cdn.myanimelist.net/images/manga/2/297790.jpg,https://cdn.myanimelist.net/images/manga/2/297790l.jpg
153518,Tyrant of the Tower Defense Game,Manhwa,NULL,16297,7.98,Ryueun,https://cdn.myanimelist.net/images/manga/1/272335.jpg,https://cdn.myanimelist.net/images/manga/1/272335l.jpg
155285,All About My Two Dads,Manga,NULL,1609,7.98,Roji,https://cdn.myanimelist.net/images/manga/3/276483.jpg,https://cdn.myanimelist.net/images/manga/3/276483l.jpg
133,Tokyo Babylon,Manga,7,24673,7.98,CLAMP,https://cdn.myanimelist.net/images/manga/1/260527.jpg,https://cdn.myanimelist.net/images/manga/1/260527l.jpg
534,Spiral: Bonds of Reasoning,Manga,15,13308,7.98,Shirodaira,https://cdn.myanimelist.net/images/manga/2/258718.webp,https://cdn.myanimelist.net/images/manga/2/258718l.webp
926,Penguin Revolution,Manga,7,10463,7.98,Tsukuba,https://cdn.myanimelist.net/images/manga/3/183168.jpg,https://cdn.myanimelist.net/images/manga/3/183168l.jpg
1388,Candy Candy,Manga,9,5771,7.98,Igarashi,https://cdn.myanimelist.net/images/manga/2/273185.jpg,https://cdn.myanimelist.net/images/manga/2/273185l.jpg
5454,Golden Days,Manga,8,5395,7.98,Takao,https://cdn.myanimelist.net/images/manga/3/270289.webp,https://cdn.myanimelist.net/images/manga/3/270289l.webp
7630,Library Wars: Love & War,Manga,15,8903,7.98,Arikawa,https://cdn.myanimelist.net/images/manga/2/138477.jpg,https://cdn.myanimelist.net/images/manga/2/138477l.jpg
11329,The Legend of Koizumi,Manga,16,10846,7.98,Oowada,https://cdn.myanimelist.net/images/manga/2/165537.jpg,https://cdn.myanimelist.net/images/manga/2/165537l.jpg
11643,Kattobi Itto,Manga,46,1984,7.98,Monma,https://cdn.myanimelist.net/images/manga/2/260537.jpg,https://cdn.myanimelist.net/images/manga/2/260537l.jpg
28899,Steins;Gate: Onshuu no Brownian Motion,Manga,2,6046,7.98,Nitroplus,https://cdn.myanimelist.net/images/manga/1/149165.webp,https://cdn.myanimelist.net/images/manga/1/149165l.webp
33251,Konya mo Nemurenai,Manga,3,20136,7.98,Yamamoto,https://cdn.myanimelist.net/images/manga/2/272158.webp,https://cdn.myanimelist.net/images/manga/2/272158l.webp
77571,Higurashi no Naku Koro ni Kai - Dai 1-wa: Meakashi-hen,Light Novel,2,1529,7.98,Ryukishi07,https://cdn.myanimelist.net/images/manga/2/135197.jpg,https://cdn.myanimelist.net/images/manga/2/135197l.jpg
94919,Bokutachi ga Yarimashita,Manga,9,33340,7.98,Kaneshiro,https://cdn.myanimelist.net/images/manga/3/168953.webp,https://cdn.myanimelist.net/images/manga/3/168953l.webp
99391,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Manga,NULL,10591,7.98,Minatuki,https://cdn.myanimelist.net/images/manga/2/179355.webp,https://cdn.myanimelist.net/images/manga/2/179355l.webp
100051,Your Name. Another Side: Earthbound,Light Novel,1,8190,7.98,Tanaka,https://cdn.myanimelist.net/images/manga/1/181401.jpg,https://cdn.myanimelist.net/images/manga/1/181401l.jpg
164,Nosatsu Junkie,Manga,16,13434,7.97,Fukuyama,https://cdn.myanimelist.net/images/manga/3/170561.webp,https://cdn.myanimelist.net/images/manga/3/170561l.webp
392,Tramps Like Us,Manga,14,23984,7.97,Ogawa,https://cdn.myanimelist.net/images/manga/3/165611.webp,https://cdn.myanimelist.net/images/manga/3/165611l.webp
422,The Wallflower: Yamatonadeshiko Shichihenge,Manga,36,28928,7.97,Hayakawa,https://cdn.myanimelist.net/images/manga/2/173084.webp,https://cdn.myanimelist.net/images/manga/2/173084l.webp
871,Dragon Quest: The Adventure of Dai,Manga,37,13637,7.97,Sanjou,https://cdn.myanimelist.net/images/manga/1/282697.jpg,https://cdn.myanimelist.net/images/manga/1/282697l.jpg
1067,Cesare: Hakai no Souzousha,Manga,13,8662,7.97,Souryo,https://cdn.myanimelist.net/images/manga/2/207459.webp,https://cdn.myanimelist.net/images/manga/2/207459l.webp
3258,A Distant Neighborhood,Manga,2,24104,7.97,Taniguchi,https://cdn.myanimelist.net/images/manga/5/252366.jpg,https://cdn.myanimelist.net/images/manga/5/252366l.jpg
3713,Bartender,Manga,21,19909,7.97,Nagatomo,https://cdn.myanimelist.net/images/manga/2/279741.webp,https://cdn.myanimelist.net/images/manga/2/279741l.webp
7728,Rozen Maiden (2008),Manga,10,10139,7.97,PEACH‐PIT,https://cdn.myanimelist.net/images/manga/2/113855.webp,https://cdn.myanimelist.net/images/manga/2/113855l.webp
16686,Bokura no Kiseki,Manga,NULL,16108,7.97,Kumeta,https://cdn.myanimelist.net/images/manga/3/157890.webp,https://cdn.myanimelist.net/images/manga/3/157890l.webp
40345,Dr. Frost,Manhwa,NULL,14248,7.97,Lee,https://cdn.myanimelist.net/images/manga/3/293679.jpg,https://cdn.myanimelist.net/images/manga/3/293679l.jpg
44933,Inspector Akane Tsunemori,Manga,6,14926,7.97,Urobuchi,https://cdn.myanimelist.net/images/manga/1/144917.webp,https://cdn.myanimelist.net/images/manga/1/144917l.webp
57015,"My Monster Secret: ""Actually, I am...""",Manga,22,53626,7.97,Masuda,https://cdn.myanimelist.net/images/manga/3/191399.webp,https://cdn.myanimelist.net/images/manga/3/191399l.webp
79169,Shinigami wo Tabeta Shoujo,Light Novel,2,3835,7.97,Chomoran,https://cdn.myanimelist.net/images/manga/3/137429.jpg,https://cdn.myanimelist.net/images/manga/3/137429l.jpg
79193,Battle Through the Heavens,Manhua,NULL,24592,7.97,Tian Can Tudou,https://cdn.myanimelist.net/images/manga/3/226182.jpg,https://cdn.myanimelist.net/images/manga/3/226182l.jpg
81667,Overlord,Manga,19,49530,7.97,Miyama,https://cdn.myanimelist.net/images/manga/3/161407.jpg,https://cdn.myanimelist.net/images/manga/3/161407l.jpg
97179,"Go with the Clouds, North-by-Northwest",Manga,NULL,12240,7.97,Irie,https://cdn.myanimelist.net/images/manga/1/201696.jpg,https://cdn.myanimelist.net/images/manga/1/201696l.jpg
104829,One Room of Happiness,Manga,11,57168,7.97,Hakuri,https://cdn.myanimelist.net/images/manga/1/192115.webp,https://cdn.myanimelist.net/images/manga/1/192115l.webp
122104,"The Night Is Short, Walk on Girl",Novel,1,2835,7.97,Nakamura,https://cdn.myanimelist.net/images/manga/2/230891.jpg,https://cdn.myanimelist.net/images/manga/2/230891l.jpg
131171,Ghost Teller,Manhwa,NULL,6399,7.97,QTT,https://cdn.myanimelist.net/images/manga/3/237076.jpg,https://cdn.myanimelist.net/images/manga/3/237076l.jpg
145929,A Mark Against Thee,Manhwa,5,1048,7.97,Ko,https://cdn.myanimelist.net/images/manga/3/263290.jpg,https://cdn.myanimelist.net/images/manga/3/263290l.jpg
147091,You and I Are Polar Opposites,Manga,8,29971,7.97,Agasawa,https://cdn.myanimelist.net/images/manga/1/263980.jpg,https://cdn.myanimelist.net/images/manga/1/263980l.jpg
183650,A Regressor's Tale of Cultivation,Manhwa,NULL,3986,7.97,Kim,https://cdn.myanimelist.net/images/manga/1/328866.jpg,https://cdn.myanimelist.net/images/manga/1/328866l.jpg
117044,Hypnosis Mic: Before the Battle - The Dirty Dawg,Manga,4,3699,7.96,Momose,https://cdn.myanimelist.net/images/manga/3/221223.jpg,https://cdn.myanimelist.net/images/manga/3/221223l.jpg
118166,Hypnosis Mic: Division Rap Battle - side F.P & M,Manga,3,2767,7.96,Momose,https://cdn.myanimelist.net/images/manga/1/221225.jpg,https://cdn.myanimelist.net/images/manga/1/221225l.jpg
119852,Haikyuu-bu!!,Manga,14,5956,7.96,Miyajima,https://cdn.myanimelist.net/images/manga/2/230124.jpg,https://cdn.myanimelist.net/images/manga/2/230124l.jpg
120656,Gekijouban One Piece: Stampede,Light Novel,1,2764,7.96,Oda,https://cdn.myanimelist.net/images/manga/1/230439.jpg,https://cdn.myanimelist.net/images/manga/1/230439l.jpg
127956,There's No Freaking Way I'll be Your Lover! Unless...,Light Novel,NULL,3510,7.96,Takeshima,https://cdn.myanimelist.net/images/manga/1/236444.webp,https://cdn.myanimelist.net/images/manga/1/236444l.webp
128231,Weak Hero,Manhwa,19,31089,7.96,RAZEN,https://cdn.myanimelist.net/images/manga/3/232795.jpg,https://cdn.myanimelist.net/images/manga/3/232795l.jpg
133057,My Hero Academia the Movie: Heroes:Rising,Light Novel,1,3976,7.96,Kuroda,https://cdn.myanimelist.net/images/manga/3/244777.jpg,https://cdn.myanimelist.net/images/manga/3/244777l.jpg
143948,The Otome Heroine's Fight for Survival,Light Novel,NULL,1039,7.96,Harunohi,https://cdn.myanimelist.net/images/manga/2/256790.jpg,https://cdn.myanimelist.net/images/manga/2/256790l.jpg
147368,My In-Laws Are Obsessed with Me,Manhwa,NULL,13060,7.96,Han,https://cdn.myanimelist.net/images/manga/2/287568.jpg,https://cdn.myanimelist.net/images/manga/2/287568l.jpg
147712,Maybe Meant to Be,Manhwa,NULL,29048,7.96,Kkultarae,https://cdn.myanimelist.net/images/manga/3/313319.webp,https://cdn.myanimelist.net/images/manga/3/313319l.webp
160661,A Love Too Captivating,Manga,NULL,3945,7.96,Sorahana,https://cdn.myanimelist.net/images/manga/2/293338.jpg,https://cdn.myanimelist.net/images/manga/2/293338l.jpg
